time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration,daylight_duration
2020-08-18,32.2,27.5,29.8,40.0,34.3,36.9,94,74,84,9.7,9.7,9.0,10.6,20.5,204,16.66,3.7,41021.48,47115.69
2020-08-19,29.1,26.0,27.1,35.5,31.6,33.3,96,83,92,16.7,16.7,16.0,9.4,25.6,168,6.87,1.54,0.0,47025.22
2020-08-20,29.1,24.5,26.5,35.7,29.2,32.1,98,83,93,8.8,8.8,17.0,14.3,31.7,90,8.04,1.78,4483.62,46934.51
2020-08-21,32.2,25.9,28.6,37.5,30.3,33.2,95,64,79,0.2,0.2,2.0,18.9,52.2,91,21.69,4.88,42248.71,46843.58
2020-08-22,32.6,26.1,28.6,36.1,29.7,31.9,84,60,75,0.1,0.1,1.0,26.6,49.3,90,19.7,4.95,42333.5,46751.84
2020-08-23,31.4,25.8,28.1,35.3,29.6,32.0,90,66,81,2.0,2.0,11.0,25.0,46.4,90,17.92,4.13,38257.74,46659.09
2020-08-24,30.5,25.5,27.7,34.8,29.6,31.8,93,68,82,0.8,0.8,7.0,23.8,44.3,118,14.76,3.41,37976.23,46565.43
2020-08-25,31.8,25.5,28.5,37.2,30.4,33.5,93,65,80,0.9,0.9,8.0,16.5,32.8,142,19.69,4.36,41761.26,46470.93
2020-08-26,32.2,26.0,29.0,37.4,31.2,34.5,90,64,79,0.9,0.9,9.0,12.2,25.9,247,19.14,4.24,41850.85,46375.64
2020-08-27,31.5,26.6,28.7,37.3,31.5,34.4,92,66,80,1.1,1.1,7.0,12.5,24.5,300,17.17,3.81,38976.06,46279.67
2020-08-28,33.0,26.0,28.5,39.5,32.5,34.9,97,62,84,2.8,2.8,3.0,13.2,37.8,40,18.89,4.08,37857.23,46183.07
2020-08-29,32.5,25.4,28.5,39.1,31.7,34.6,99,64,83,1.8,1.8,2.0,14.2,32.0,100,19.68,4.28,40678.72,46085.9
2020-08-30,30.4,26.3,27.9,34.2,29.5,31.1,86,72,79,2.4,2.4,9.0,29.3,62.6,95,17.84,4.28,39924.8,45988.25
2020-08-31,31.5,25.2,27.9,34.7,28.7,31.3,91,61,77,1.5,1.5,9.0,21.3,40.7,143,15.95,4.0,34517.64,45890.18
2020-09-01,32.3,25.1,28.5,37.2,29.4,33.1,89,60,75,1.3,1.3,6.0,11.5,25.2,183,19.24,4.48,42321.21,45791.75
2020-09-02,32.3,25.5,28.8,38.8,29.4,34.1,87,60,76,0.8,0.8,6.0,11.2,23.8,253,17.25,3.92,32382.86,45693.04
2020-09-03,31.5,26.1,28.5,38.0,32.1,33.9,97,73,83,5.4,5.4,9.0,17.4,44.3,109,15.86,3.53,33104.87,45594.1
2020-09-04,32.3,26.1,28.9,38.7,31.1,34.4,91,67,81,2.5,2.5,8.0,15.5,34.9,124,18.85,4.17,41177.46,45495.0
2020-09-05,33.0,25.8,28.3,40.4,32.1,34.7,97,62,85,9.6,9.6,12.0,9.0,22.0,216,18.15,3.89,36453.79,45395.81
2020-09-06,31.2,25.9,28.2,38.3,31.8,34.5,99,72,86,5.3,5.3,13.0,9.2,22.3,289,16.56,3.5,42132.76,45296.59
2020-09-07,32.1,25.9,28.7,40.0,31.9,35.2,97,68,83,4.5,4.5,9.0,7.9,22.3,317,17.55,3.8,36388.26,45197.4
2020-09-08,32.9,26.0,29.3,40.0,31.9,35.5,94,63,79,0.4,0.4,4.0,8.2,21.6,297,18.99,4.2,40110.56,45098.3
2020-09-09,34.0,25.9,29.8,39.5,31.5,35.3,92,53,74,0.0,0.0,0.0,14.2,27.7,307,21.43,4.91,43073.27,44999.35
2020-09-10,34.3,26.0,29.8,38.1,31.0,34.7,90,49,72,0.0,0.0,0.0,15.0,30.6,291,20.83,4.96,42579.91,44900.59
2020-09-11,34.8,25.9,30.2,39.8,30.8,35.2,87,48,69,0.0,0.0,0.0,12.4,27.4,308,21.1,5.0,42874.79,44801.38
2020-09-12,34.7,25.5,30.2,39.8,30.5,35.5,91,47,70,0.0,0.0,0.0,10.1,21.6,19,21.09,4.92,42383.24,44701.55
2020-09-13,33.6,25.9,29.9,39.0,30.7,35.4,89,53,73,0.0,0.0,0.0,10.1,22.7,23,19.35,4.46,41892.68,44601.16
2020-09-14,33.7,26.5,29.8,40.5,32.7,35.9,95,53,77,0.6,0.6,4.0,10.7,20.9,65,18.73,4.26,41547.16,44500.27
2020-09-15,35.2,26.1,30.8,40.3,32.1,36.3,96,46,69,0.0,0.0,0.0,15.0,28.1,331,21.15,4.99,41438.0,44398.96
2020-09-16,36.3,26.8,31.4,41.0,32.1,36.4,88,43,65,0.0,0.0,0.0,13.3,24.8,292,20.27,5.15,41211.45,44297.29
2020-09-17,36.6,27.2,31.7,40.3,31.7,35.8,77,45,61,0.0,0.0,0.0,18.5,45.4,295,20.62,5.73,40723.5,44195.32
2020-09-18,37.3,27.4,32.1,40.8,32.1,35.9,79,38,58,0.0,0.0,0.0,15.6,35.6,286,19.84,5.72,41021.39,44093.12
2020-09-19,36.2,26.9,31.4,40.7,32.7,36.3,86,41,63,0.0,0.0,0.0,12.8,27.0,352,20.32,5.05,40795.85,43990.75
2020-09-20,36.0,26.4,30.7,39.4,31.9,35.2,95,38,67,0.0,0.0,0.0,16.7,32.0,355,21.18,5.45,39927.0,43888.28
2020-09-21,35.6,25.1,30.8,39.8,29.4,35.1,84,41,62,0.0,0.0,0.0,10.5,22.7,353,20.57,5.11,40345.25,43785.77
2020-09-22,33.5,26.7,30.2,39.6,32.4,35.5,89,57,73,5.7,5.7,10.0,16.2,32.4,100,17.68,4.25,39858.24,43683.28
2020-09-23,32.7,26.1,29.5,38.5,31.0,34.6,90,60,73,2.3,2.3,7.0,13.5,25.6,106,17.52,4.22,39218.84,43580.88
2020-09-24,35.3,25.5,29.6,39.0,29.7,34.2,91,37,70,0.0,0.0,0.0,16.9,32.4,29,20.55,5.0,40192.91,43478.63
2020-09-25,36.6,25.8,30.6,38.5,29.4,33.4,83,30,59,0.0,0.0,0.0,19.6,37.8,277,20.39,5.84,39967.31,43376.59
2020-09-26,34.5,24.2,29.2,36.1,26.7,31.3,74,36,56,0.0,0.0,0.0,18.1,35.6,277,17.49,5.02,39600.0,43274.83
2020-09-27,34.7,24.2,28.9,37.3,26.0,31.3,76,32,58,0.0,0.0,0.0,12.9,25.2,296,19.76,5.08,39777.15,43173.41
2020-09-28,34.8,23.5,28.5,36.1,25.9,30.4,80,32,57,0.0,0.0,0.0,19.3,36.4,307,20.69,5.63,39812.6,43072.39
2020-09-29,34.5,22.4,28.0,35.8,23.9,29.4,79,32,55,0.0,0.0,0.0,20.7,39.6,302,20.54,5.72,39600.0,42971.84
2020-09-30,34.5,22.0,27.9,34.0,22.1,28.4,71,28,51,0.0,0.0,0.0,20.7,38.9,300,20.56,6.01,39620.18,42871.79
2020-10-01,35.2,22.0,28.3,35.7,22.7,29.5,71,31,52,0.0,0.0,0.0,18.6,36.0,299,20.34,5.72,39655.02,42771.56
2020-10-02,34.7,21.7,27.9,36.3,24.0,30.0,84,31,59,0.0,0.0,0.0,13.3,27.0,295,20.3,5.1,39600.0,42670.98
2020-10-03,33.7,21.0,27.3,34.9,23.3,28.6,89,28,56,0.0,0.0,0.0,14.0,27.7,309,20.35,5.25,39600.0,42570.1
2020-10-04,33.5,18.3,26.4,34.1,19.2,27.0,86,27,52,0.0,0.0,0.0,14.5,28.4,304,20.32,5.27,39600.0,42469.0
2020-10-05,34.0,20.1,26.7,33.7,20.7,26.9,75,27,50,0.0,0.0,0.0,19.2,36.0,303,20.16,5.69,39600.0,42367.73
2020-10-06,34.1,19.4,26.7,33.9,19.5,27.2,75,29,52,0.0,0.0,0.0,18.0,35.6,310,20.07,5.5,39600.0,42266.39
2020-10-07,34.5,20.1,26.8,35.4,21.1,28.2,83,26,57,0.0,0.0,0.0,14.0,27.7,307,19.67,4.93,39600.0,42165.03
2020-10-08,34.0,19.4,26.9,35.1,21.2,28.4,88,27,56,0.0,0.0,0.0,13.5,27.0,308,19.68,4.85,39600.0,42063.71
2020-10-09,33.5,19.5,27.0,35.4,21.2,28.8,86,30,56,0.0,0.0,0.0,10.3,20.5,318,19.39,4.53,39600.0,41962.54
2020-10-10,33.7,20.5,27.3,34.7,22.4,28.8,85,31,55,0.0,0.0,0.0,13.2,27.0,298,18.93,4.75,39600.0,41861.56
2020-10-11,33.7,20.5,27.5,34.2,22.0,28.8,81,29,53,0.0,0.0,0.0,14.5,30.2,315,18.98,4.85,39600.0,41760.86
2020-10-12,33.2,20.2,27.3,35.3,22.1,29.5,87,36,60,0.0,0.0,0.0,10.6,24.5,39,18.54,4.41,39600.0,41660.49
2020-10-13,34.0,21.4,27.4,35.2,23.8,29.6,88,31,62,0.0,0.0,0.0,11.0,25.6,91,17.79,4.47,39600.0,41560.55
2020-10-14,33.1,22.5,27.6,35.5,25.6,30.5,90,40,66,0.0,0.0,0.0,12.7,26.6,61,15.85,3.93,37689.43,41461.11
2020-10-15,33.5,21.8,27.3,35.1,23.5,28.7,92,22,56,0.0,0.0,0.0,13.0,26.6,28,18.11,4.77,39600.0,41362.24
2020-10-16,32.9,18.5,25.6,32.3,18.7,25.6,72,20,47,0.0,0.0,0.0,10.5,18.7,352,18.36,4.59,39600.0,41264.02
2020-10-17,33.2,21.4,27.0,33.2,21.4,27.2,65,25,43,0.0,0.0,0.0,9.3,19.8,19,17.92,4.49,39600.0,41166.52
2020-10-18,33.2,19.2,26.1,31.6,19.0,25.0,65,18,39,0.0,0.0,0.0,12.7,27.4,305,17.91,5.26,39600.0,41069.83
2020-10-19,32.3,19.3,25.3,30.9,18.0,23.8,50,24,36,0.0,0.0,0.0,13.7,30.2,301,17.87,5.29,39600.0,40974.03
2020-10-20,33.0,17.2,24.9,30.8,14.5,23.2,55,16,36,0.0,0.0,0.0,14.7,31.0,330,18.24,5.32,39600.0,40879.15
2020-10-21,33.4,17.1,25.4,32.1,16.7,24.5,78,16,42,0.0,0.0,0.0,11.2,20.2,72,16.17,4.41,39600.0,40784.48
2020-10-22,32.5,20.3,26.2,32.3,19.8,25.9,58,25,42,0.0,0.0,0.0,10.9,19.1,51,14.63,4.09,37988.72,40689.8
2020-10-23,32.5,17.7,25.4,31.2,18.2,24.7,84,17,44,0.0,0.0,0.0,11.7,24.8,11,17.51,4.61,39536.77,40595.18
2020-10-24,32.4,18.7,24.9,30.7,17.8,24.0,66,18,43,0.0,0.0,0.0,12.2,28.1,314,17.51,4.69,39496.64,40500.7
2020-10-25,32.8,18.2,25.6,31.3,17.3,25.0,78,18,42,0.0,0.0,0.0,10.9,25.6,24,17.24,4.5,39456.06,40406.46
2020-10-26,32.2,18.5,25.1,31.5,18.6,24.2,72,20,42,0.0,0.0,0.0,11.3,25.2,341,15.72,4.35,37574.36,40312.54
2020-10-27,30.8,16.8,23.1,27.8,14.4,20.6,53,16,35,0.0,0.0,0.0,15.6,33.1,301,17.14,5.33,39373.58,40219.02
2020-10-28,30.2,15.3,23.1,29.2,13.6,21.6,62,22,39,0.0,0.0,0.0,10.4,19.1,317,16.98,4.32,39331.71,40126.0
2020-10-29,30.2,16.6,23.9,29.5,16.4,23.3,82,21,45,0.0,0.0,0.0,10.6,19.4,20,16.71,3.93,39289.44,40033.55
2020-10-30,30.0,14.4,22.4,27.8,13.9,20.9,84,22,46,0.0,0.0,0.0,14.2,29.5,302,16.57,4.48,39060.37,39941.78
2020-10-31,30.1,15.1,21.9,27.8,13.1,19.7,62,21,40,0.0,0.0,0.0,16.5,33.1,304,16.57,4.89,39090.75,39850.77
2020-11-01,29.0,14.3,21.4,25.4,11.6,18.3,49,17,30,0.0,0.0,0.0,16.3,33.5,287,16.73,5.18,39121.41,39760.61
2020-11-02,29.4,13.7,21.9,26.1,10.5,18.8,47,15,29,0.0,0.0,0.0,17.7,33.8,290,16.5,5.03,38875.18,39671.41
2020-11-03,29.6,12.8,21.9,27.2,10.5,19.3,57,14,32,0.0,0.0,0.0,12.0,25.9,266,16.34,4.37,38628.09,39583.25
2020-11-04,29.0,13.8,21.4,27.0,11.1,19.2,56,25,39,0.0,0.0,0.0,13.4,29.9,270,15.8,4.43,38368.69,39496.24
2020-11-05,30.1,14.6,22.6,28.1,12.8,20.9,65,19,40,0.0,0.0,0.0,10.2,24.5,283,15.84,4.24,38356.68,39410.47
2020-11-06,30.2,13.4,21.9,28.3,12.0,20.0,76,21,41,0.0,0.0,0.0,10.9,25.6,282,15.72,4.33,38067.12,39326.05
2020-11-07,29.5,14.1,21.4,26.9,12.5,19.2,70,21,42,0.0,0.0,0.0,15.1,32.0,284,15.6,4.51,37778.29,39243.07
2020-11-08,29.2,12.6,21.5,27.7,11.4,20.3,75,23,45,0.0,0.0,0.0,8.9,22.0,299,15.5,3.56,37770.48,39161.65
2020-11-09,28.6,12.7,20.9,27.3,12.0,20.0,85,27,52,0.0,0.0,0.0,11.1,24.1,355,15.31,3.65,37483.61,39081.84
2020-11-10,27.7,15.2,21.1,27.0,16.0,20.8,84,34,57,0.0,0.0,0.0,10.5,24.5,79,14.85,3.36,37197.28,39002.92
2020-11-11,27.7,14.5,20.6,27.0,14.7,20.2,94,32,62,0.0,0.0,0.0,10.8,22.3,83,14.69,3.34,36733.31,38924.66
2020-11-12,27.2,13.9,21.0,27.1,13.4,20.6,92,33,58,0.0,0.0,0.0,11.3,18.0,57,14.34,3.06,36220.45,38847.14
2020-11-13,27.1,13.4,21.0,26.8,12.7,20.5,86,33,53,0.0,0.0,0.0,8.1,19.1,293,14.53,3.09,36272.46,38770.47
2020-11-14,27.9,14.2,20.4,27.4,13.5,19.7,79,30,55,0.0,0.0,0.0,9.1,15.8,321,14.32,3.12,36324.06,38694.73
2020-11-15,29.0,15.8,21.1,26.8,14.4,19.9,92,33,61,4.2,4.2,5.0,20.1,37.8,131,12.6,3.77,31222.32,38620.0
2020-11-16,25.1,16.2,19.5,25.1,15.8,19.9,93,49,79,8.2,8.2,7.0,16.9,31.0,68,12.66,2.47,34140.93,38546.39
2020-11-17,24.1,14.4,18.7,23.8,14.6,18.6,95,46,74,0.0,0.0,0.0,11.7,25.9,316,13.69,2.77,35046.87,38473.99
2020-11-18,23.8,13.5,17.8,23.1,13.0,17.3,92,44,68,0.0,0.0,0.0,8.5,21.2,323,13.99,2.75,35093.36,38402.9
2020-11-19,23.2,12.7,17.2,22.4,10.8,16.2,87,44,63,0.0,0.0,0.0,9.5,20.5,351,12.64,2.61,35159.52,38333.21
2020-11-20,23.5,11.2,16.5,20.4,9.3,14.2,77,33,58,0.0,0.0,0.0,16.3,32.8,313,14.24,3.32,35759.07,38265.02
2020-11-21,22.6,11.6,16.3,18.6,8.5,13.3,71,32,52,0.0,0.0,0.0,21.9,42.5,297,14.17,3.66,35804.08,38198.44
2020-11-22,22.6,10.0,15.8,19.1,7.3,13.3,73,26,53,0.0,0.0,0.0,13.0,28.8,289,13.96,3.15,34112.21,38133.57
2020-11-23,23.1,9.0,15.8,21.8,7.1,14.2,84,34,58,0.0,0.0,0.0,11.3,14.8,33,13.71,2.67,35024.76,38070.5
2020-11-24,23.0,9.8,16.1,21.8,7.7,14.6,86,36,62,0.0,0.0,0.0,11.2,16.2,100,12.28,2.51,31408.18,38009.34
2020-11-25,22.1,13.7,17.0,20.6,12.3,15.6,81,42,64,0.0,0.0,0.0,14.5,24.8,78,9.95,2.39,27666.91,37950.2
2020-11-26,22.5,13.4,17.3,21.4,12.8,16.5,87,45,69,0.7,0.7,3.0,12.3,23.4,1,11.7,2.37,32981.3,37893.18
2020-11-27,24.1,12.2,17.3,22.2,10.2,15.7,89,41,67,0.0,0.0,0.0,15.2,31.0,307,13.57,2.97,34697.25,37838.38
2020-11-28,23.8,11.2,16.4,21.0,9.1,14.5,87,34,63,0.0,0.0,0.0,14.9,30.6,288,13.64,2.95,34999.9,37785.93
2020-11-29,23.4,9.8,15.6,21.3,7.9,13.8,89,32,64,0.0,0.0,0.0,11.4,20.9,288,13.73,2.74,35009.14,37735.88
2020-11-30,24.0,10.0,16.2,22.3,8.6,14.8,89,36,65,0.0,0.0,0.0,10.7,20.5,293,13.24,2.67,34429.79,37687.71
2020-12-01,24.5,10.1,16.6,22.8,8.9,15.5,92,36,69,0.0,0.0,0.0,11.2,22.3,297,13.15,2.61,34730.12,37641.24
2020-12-02,25.6,10.9,17.7,23.4,9.7,16.4,94,37,67,0.0,0.0,0.0,15.0,30.6,282,13.2,3.01,34735.64,37596.53
2020-12-03,25.5,11.6,18.5,24.6,10.5,17.9,93,37,64,0.0,0.0,0.0,9.4,17.6,286,13.03,2.56,34740.08,37553.64
2020-12-04,26.8,11.4,18.6,26.4,10.1,17.8,93,33,64,0.0,0.0,0.0,11.1,19.1,125,12.9,2.72,34743.5,37512.61
2020-12-05,26.5,13.1,18.9,25.6,12.2,18.1,93,40,68,0.0,0.0,0.0,11.9,27.0,118,12.74,2.84,34745.89,37473.51
2020-12-06,26.7,13.6,19.0,26.6,13.2,18.9,94,36,71,0.0,0.0,0.0,10.4,19.4,123,12.75,2.48,34747.23,37436.39
2020-12-07,26.0,13.0,18.4,24.6,12.4,18.0,96,40,74,0.0,0.0,0.0,12.1,27.7,291,12.66,2.61,34747.58,37401.32
2020-12-08,25.5,11.7,18.2,25.8,10.7,18.1,95,44,73,0.0,0.0,0.0,10.0,19.4,339,12.63,2.41,34746.98,37368.35
2020-12-09,26.0,12.4,19.4,26.2,11.7,19.5,93,45,67,0.0,0.0,0.0,9.7,16.6,338,12.54,2.46,34745.34,37337.52
2020-12-10,26.2,13.1,18.7,25.1,12.7,18.1,94,37,68,0.0,0.0,0.0,9.5,21.2,333,12.25,2.63,34742.76,37308.91
2020-12-11,25.4,13.0,18.9,25.0,12.3,18.7,94,42,70,0.2,0.2,1.0,9.5,19.8,107,9.54,2.09,25761.45,37282.56
2020-12-12,22.9,14.6,17.9,23.1,14.8,18.5,97,57,82,0.9,0.9,4.0,11.0,25.6,39,10.57,1.94,34436.43,37258.52
2020-12-13,21.0,10.6,15.1,17.9,8.4,13.1,94,34,68,0.0,0.0,0.0,16.9,33.5,312,12.96,2.67,35505.21,37236.87
2020-12-14,19.8,8.4,12.6,16.5,6.3,10.4,91,36,71,0.0,0.0,0.0,13.6,29.5,319,13.21,2.35,35524.31,37217.64
2020-12-15,18.5,6.3,11.3,15.6,4.3,9.0,96,37,72,0.0,0.0,0.0,11.3,24.8,330,12.99,2.23,35544.61,37200.89
2020-12-16,18.8,6.8,11.5,15.6,4.3,8.9,94,40,70,0.0,0.0,0.0,15.0,29.5,314,12.9,2.36,35566.05,37186.67
2020-12-17,16.4,5.2,10.2,12.3,1.6,6.7,86,40,65,0.0,0.0,0.0,17.1,34.6,301,13.24,2.43,35588.59,37175.04
2020-12-18,17.9,5.8,11.0,13.8,1.9,7.3,77,35,58,0.0,0.0,0.0,18.2,36.7,293,13.12,2.74,35612.17,37166.04
2020-12-19,19.7,6.2,12.2,15.7,2.7,8.9,81,35,59,0.0,0.0,0.0,17.3,35.3,290,13.06,2.82,35636.86,37159.72
2020-12-20,20.9,7.1,13.4,17.7,3.9,10.6,83,38,61,0.0,0.0,0.0,15.3,31.7,292,12.18,2.71,35565.98,37156.0
2020-12-21,19.6,7.9,13.2,17.8,5.6,11.3,88,47,70,0.0,0.0,0.0,11.3,20.9,297,10.21,1.93,33753.5,37154.84
2020-12-22,21.0,7.9,14.1,19.4,5.9,12.7,93,44,71,0.0,0.0,0.0,9.5,20.5,294,12.52,2.23,32121.91,37156.2
2020-12-23,21.2,6.2,13.9,19.9,3.8,12.6,96,43,72,0.0,0.0,0.0,10.2,17.3,302,12.91,2.22,35753.71,37160.07
2020-12-24,21.8,6.8,13.8,18.8,4.7,11.7,94,33,67,0.0,0.0,0.0,11.5,25.2,319,12.94,2.53,35787.07,37166.41
2020-12-25,20.9,6.4,13.3,17.7,3.9,11.1,91,36,65,0.0,0.0,0.0,14.5,29.9,308,13.06,2.57,35821.89,37175.2
2020-12-26,20.1,6.6,12.8,17.3,4.2,10.6,92,40,71,0.0,0.0,0.0,13.0,29.2,300,12.78,2.32,35771.2,37186.4
2020-12-27,22.0,9.3,14.9,19.3,7.0,12.8,87,40,64,0.2,0.2,1.0,21.9,37.8,152,12.78,2.76,35895.47,37200.0
2020-12-28,17.8,6.8,12.0,13.4,4.2,8.6,83,27,53,0.0,0.0,0.0,14.8,37.1,341,13.32,2.81,35934.03,37215.96
2020-12-29,16.5,5.4,10.3,12.6,2.3,7.2,85,42,67,0.0,0.0,0.0,16.8,34.9,317,13.3,2.3,35973.62,37234.25
2020-12-30,16.5,5.1,9.7,13.6,2.1,7.1,95,44,76,0.0,0.0,0.0,12.8,28.1,310,13.31,2.03,36000.0,37254.84
2020-12-31,17.0,4.9,9.7,14.6,2.4,7.4,96,47,79,0.0,0.0,0.0,11.2,25.2,292,12.83,1.95,34377.48,37277.69
2021-01-01,18.0,3.5,10.5,16.0,1.5,8.6,99,44,75,0.0,0.0,0.0,9.1,22.0,103,12.36,1.99,34491.66,37302.78
2021-01-02,18.5,9.7,13.7,17.3,7.9,12.0,89,59,72,4.5,4.5,7.0,12.9,28.1,108,8.96,1.79,34167.21,37330.07
2021-01-03,21.0,12.3,16.0,19.0,10.3,14.8,94,62,83,8.1,8.1,8.0,23.4,45.0,121,10.55,1.99,34559.3,37359.52
2021-01-04,22.3,12.9,16.6,21.9,12.8,16.7,98,62,88,5.6,5.6,11.0,14.2,32.4,96,8.67,1.57,24397.2,37391.11
2021-01-05,21.8,13.9,17.5,21.9,13.7,17.5,93,64,84,2.8,2.8,11.0,14.2,28.8,94,7.77,1.56,29227.65,37424.8
2021-01-06,21.8,14.8,17.5,22.6,14.6,18.0,97,63,86,2.7,2.7,10.0,13.3,27.0,117,8.89,1.6,34861.77,37460.54
2021-01-07,19.5,11.1,14.9,19.0,10.0,14.3,99,60,85,0.0,0.0,0.0,12.6,25.2,296,10.83,1.79,33469.28,37498.32
2021-01-08,19.0,9.0,13.4,18.7,7.4,12.7,99,61,85,0.0,0.0,0.0,9.8,21.2,342,10.2,1.71,28647.82,37538.11
2021-01-09,20.0,11.1,14.9,18.5,9.8,13.6,96,62,81,0.0,0.0,0.0,16.8,32.4,318,11.1,2.05,34121.2,37580.34
2021-01-10,17.7,8.7,12.3,14.7,6.1,9.6,91,46,74,0.0,0.0,0.0,15.6,32.0,305,13.81,2.36,36000.0,37625.12
2021-01-11,17.9,7.3,11.6,15.0,4.6,9.0,94,58,80,0.0,0.0,0.0,19.9,40.0,301,13.95,2.14,36000.0,37672.35
2021-01-12,18.2,6.8,11.4,15.3,4.2,9.1,94,52,77,0.0,0.0,0.0,17.6,34.9,284,14.01,2.22,36000.0,37721.91
2021-01-13,18.5,5.9,10.9,15.4,3.2,8.5,95,45,77,0.0,0.0,0.0,15.9,32.4,288,14.29,2.29,36000.0,37773.72
2021-01-14,18.8,4.8,11.3,17.3,2.1,9.6,99,43,79,0.0,0.0,0.0,10.3,17.3,83,13.64,2.14,36000.0,37827.69
2021-01-15,19.5,8.0,12.3,18.8,6.5,11.3,99,48,82,0.0,0.0,0.0,10.9,18.7,52,13.64,2.13,29092.04,37883.71
2021-01-16,17.1,5.3,10.3,15.2,3.2,8.7,99,55,86,0.0,0.0,0.0,11.2,25.6,310,13.02,1.89,31905.1,37941.69
2021-01-17,19.0,6.7,11.4,16.3,4.6,9.4,100,53,83,0.0,0.0,0.0,16.2,32.8,104,12.68,2.05,27547.22,38001.53
2021-01-18,18.1,10.4,13.4,17.0,8.5,12.2,96,65,86,3.0,3.0,7.0,13.6,29.9,89,8.07,1.39,29256.14,38063.14
2021-01-19,21.0,10.1,14.6,20.4,9.1,13.8,97,61,85,0.0,0.0,0.0,13.3,26.3,295,14.02,2.26,36000.0,38126.43
2021-01-20,20.0,10.1,14.2,18.1,7.9,12.5,96,58,83,0.0,0.0,0.0,17.9,36.7,284,14.63,2.31,36000.0,38191.31
2021-01-21,20.5,9.3,13.7,17.6,6.4,11.3,94,45,76,0.0,0.0,0.0,18.9,37.8,281,15.04,2.57,36000.0,38257.68
2021-01-22,21.2,7.4,13.4,19.3,5.2,11.7,96,44,76,0.0,0.0,0.0,13.5,25.9,113,14.78,2.57,36000.0,38325.46
2021-01-23,21.0,8.9,14.2,19.2,6.5,12.3,94,53,77,0.0,0.0,0.0,16.5,34.2,129,14.49,2.53,36000.0,38394.55
2021-01-24,19.1,9.0,13.1,17.3,7.0,11.5,98,44,79,0.0,0.0,0.0,14.5,30.2,304,14.58,2.4,36000.0,38464.86
2021-01-25,18.2,6.5,11.5,16.6,4.4,9.8,95,50,79,0.0,0.0,0.0,10.1,24.1,304,15.25,2.33,36000.0,38536.32
2021-01-26,18.3,7.2,11.7,16.1,4.9,9.7,95,46,77,0.0,0.0,0.0,13.8,28.4,290,15.39,2.47,36000.0,38608.83
2021-01-27,18.8,6.6,11.7,16.1,3.9,9.4,90,43,73,0.0,0.0,0.0,15.6,32.0,294,15.7,2.59,36000.0,38682.3
2021-01-28,18.1,5.6,10.8,16.2,3.0,8.7,94,42,75,0.0,0.0,0.0,11.9,22.7,316,15.76,2.48,36000.0,38756.71
2021-01-29,18.6,5.9,11.7,15.7,3.4,9.3,91,43,72,0.0,0.0,0.0,16.9,34.2,288,15.86,2.7,36000.0,38832.76
2021-01-30,19.0,6.5,12.0,16.1,3.1,9.3,88,40,67,0.0,0.0,0.0,15.9,33.1,283,16.15,2.84,36000.0,38910.65
2021-01-31,20.5,5.3,12.5,18.8,2.7,10.4,88,35,66,0.0,0.0,0.0,10.6,19.8,284,16.2,2.82,36000.0,38990.28
2021-02-01,22.5,7.1,14.3,21.9,4.8,13.0,93,40,72,0.0,0.0,0.0,11.6,19.1,12,15.96,2.8,36000.0,39071.51
2021-02-02,23.5,7.6,15.1,22.9,5.7,14.1,96,36,72,0.0,0.0,0.0,9.1,16.2,320,16.17,2.81,36000.0,39154.27
2021-02-03,23.9,11.9,17.2,23.6,10.0,16.0,89,48,72,0.1,0.1,1.0,14.8,29.5,122,15.4,3.06,36000.0,39238.41
2021-02-04,21.5,10.6,15.6,22.2,9.3,14.8,95,56,80,11.0,11.0,9.0,18.4,38.5,52,12.11,2.23,34661.25,39323.87
2021-02-05,19.7,8.4,13.4,18.8,6.9,12.3,100,53,83,0.0,0.0,0.0,12.6,27.4,327,15.07,2.43,32299.82,39410.51
2021-02-06,20.0,8.8,13.9,17.9,6.8,12.0,94,44,73,0.0,0.0,0.0,16.8,33.1,308,16.66,2.97,36000.0,39498.24
2021-02-07,21.2,9.6,14.7,18.8,7.2,12.8,89,46,70,0.0,0.0,0.0,19.4,38.5,296,16.79,3.09,36000.0,39586.96
2021-02-08,22.4,8.6,15.0,21.6,7.0,14.0,95,46,75,0.0,0.0,0.0,13.1,27.7,296,16.83,3.0,36133.15,39676.57
2021-02-09,24.0,10.1,16.6,22.8,8.6,15.5,94,38,71,0.0,0.0,0.0,12.2,27.4,284,16.9,3.19,36000.0,39766.98
2021-02-10,25.3,11.8,17.7,25.7,10.6,17.4,91,40,72,0.0,0.0,0.0,10.2,22.7,33,17.07,3.23,36081.79,39858.08
2021-02-11,24.0,11.3,17.0,23.8,10.6,16.7,96,44,75,0.0,0.0,0.0,11.1,23.0,329,17.26,3.16,36330.03,39949.79
2021-02-12,24.5,11.2,17.2,24.6,10.3,17.0,96,40,77,0.0,0.0,0.0,10.9,22.0,312,16.64,3.07,36304.44,40042.0
